ID,item_nr,attitude,importance,side,plausibility,university,university_short,start_date,end_date,progress,duration,language,consent,student,tuition_fee,study_continue,attention1,attention2,gender,age,comments,study,study_year,study_plan,tuition_fee2,missing_attitude,track,native_language,item,item_short
siu-117,13,7,6,against,likely,Southern Illinois University,siu,2020-05-06T20:29:28Z,2020-05-06T20:34:42Z,100,314,EN,1,yes,7,yes,mostly,mostly not,male,19,The cost at this university should not go up and the social standpoint that people have should be kept to themselves.,NA,NA,NA,NA,NA,NA,NA,<The university> should abolish student political expression on the campus,abolish political expression
siu-117,14,7,6,in favor,unlikely,Southern Illinois University,siu,2020-05-06T20:29:28Z,2020-05-06T20:34:42Z,100,314,EN,1,yes,7,yes,mostly,mostly not,male,19,The cost at this university should not go up and the social standpoint that people have should be kept to themselves.,NA,NA,NA,NA,NA,NA,NA,<The university> should also schedule classes on Saturday,classes on Saturday
siu-117,15,2,7,against,likely,Southern Illinois University,siu,2020-05-06T20:29:28Z,2020-05-06T20:34:42Z,100,314,EN,1,yes,7,yes,mostly,mostly not,male,19,The cost at this university should not go up and the social standpoint that people have should be kept to themselves.,NA,NA,NA,NA,NA,NA,NA,<The university> should schedule more classes in the evening (after 6 PM),classes in the evening
siu-118,1,7,6,against,likely,Southern Illinois University,siu,2020-05-06T20:55:17Z,2020-05-06T20:58:53Z,100,216,EN,1,yes,3,yes,mostly,mostly not,male,20,None,NA,NA,NA,NA,NA,NA,NA,<The university> should reduce the length of academic holidays,reduce holidays length
siu-118,2,1,1,against,unlikely,Southern Illinois University,siu,2020-05-06T20:55:17Z,2020-05-06T20:58:53Z,100,216,EN,1,yes,3,yes,mostly,mostly not,male,20,None,NA,NA,NA,NA,NA,NA,NA,<The university> should increase the number of course hours required for graduation,increase course hours
siu-118,3,1,1,against,unlikely,Southern Illinois University,siu,2020-05-06T20:55:17Z,2020-05-06T20:58:53Z,100,216,EN,1,yes,3,yes,mostly,mostly not,male,20,None,NA,NA,NA,NA,NA,NA,NA,<The university> should raise the tuition fee for the upcoming academic year,raise tuition fee
siu-118,4,9,9,in favor,likely,Southern Illinois University,siu,2020-05-06T20:55:17Z,2020-05-06T20:58:53Z,100,216,EN,1,yes,3,yes,mostly,mostly not,male,20,None,NA,NA,NA,NA,NA,NA,NA,<The university> should schedule classes starting at 6.30am,classes at 6.30am
siu-118,5,5,1,indifferent,likely,Southern Illinois University,siu,2020-05-06T20:55:17Z,2020-05-06T20:58:53Z,100,216,EN,1,yes,3,yes,mostly,mostly not,male,20,None,NA,NA,NA,NA,NA,NA,NA,<The university> should introduce mandatory final exams that cover all knowledge required for the academic degree,introduce final exam
siu-118,6,1,1,indifferent,likely,Southern Illinois University,siu,2020-05-06T20:55:17Z,2020-05-06T20:58:53Z,100,216,EN,1,yes,3,yes,mostly,mostly not,male,20,None,NA,NA,NA,NA,NA,NA,NA,<The university> should make attendance mandatory for seminars and lectures,mandatory attendance
siu-118,7,9,9,in favor,likely,Southern Illinois University,siu,2020-05-06T20:55:17Z,2020-05-06T20:58:53Z,100,216,EN,1,yes,3,yes,mostly,mostly not,male,20,None,NA,NA,NA,NA,NA,NA,NA,<The university> should abolish resit exams,abolish resit exams
siu-118,8,3,3,against,unlikely,Southern Illinois University,siu,2020-05-06T20:55:17Z,2020-05-06T20:58:53Z,100,216,EN,1,yes,3,yes,mostly,mostly not,male,20,None,NA,NA,NA,NA,NA,NA,NA,<The university> should increase the difficulty of exams and coursework,increase difficulty
siu-118,9,4,4,in favor,likely,Southern Illinois University,siu,2020-05-06T20:55:17Z,2020-05-06T20:58:53Z,100,216,EN,1,yes,3,yes,mostly,mostly not,male,20,None,NA,NA,NA,NA,NA,NA,NA,"<The university> should banish sales of sodas and fast-food, including vending machines, on the campus",banish soda and fast-food
siu-118,10,1,4,against,unlikely,Southern Illinois University,siu,2020-05-06T20:55:17Z,2020-05-06T20:58:53Z,100,216,EN,1,yes,3,yes,mostly,mostly not,male,20,None,NA,NA,NA,NA,NA,NA,NA,<The university> should reduce the voice given to students in its decision making,reduce student voice
siu-118,11,1,1,against,unlikely,Southern Illinois University,siu,2020-05-06T20:55:17Z,2020-05-06T20:58:53Z,100,216,EN,1,yes,3,yes,mostly,mostly not,male,20,None,NA,NA,NA,NA,NA,NA,NA,<The university> should adopt school uniforms,adopt school uniforms
siu-118,12,6,2,in favor,likely,Southern Illinois University,siu,2020-05-06T20:55:17Z,2020-05-06T20:58:53Z,100,216,EN,1,yes,3,yes,mostly,mostly not,male,20,None,NA,NA,NA,NA,NA,NA,NA,<The university> should only fund scholarly pursuits and defund other student union activities,defund student activities
siu-118,13,1,9,against,unlikely,Southern Illinois University,siu,2020-05-06T20:55:17Z,2020-05-06T20:58:53Z,100,216,EN,1,yes,3,yes,mostly,mostly not,male,20,None,NA,NA,NA,NA,NA,NA,NA,<The university> should abolish student political expression on the campus,abolish political expression
siu-118,14,4,6,indifferent,likely,Southern Illinois University,siu,2020-05-06T20:55:17Z,2020-05-06T20:58:53Z,100,216,EN,1,yes,3,yes,mostly,mostly not,male,20,None,NA,NA,NA,NA,NA,NA,NA,<The university> should also schedule classes on Saturday,classes on Saturday
siu-118,15,9,5,in favor,likely,Southern Illinois University,siu,2020-05-06T20:55:17Z,2020-05-06T20:58:53Z,100,216,EN,1,yes,3,yes,mostly,mostly not,male,20,None,NA,NA,NA,NA,NA,NA,NA,<The university> should schedule more classes in the evening (after 6 PM),classes in the evening
siu-119,1,5,5,indifferent,likely,Southern Illinois University,siu,2020-05-06T23:14:26Z,2020-05-06T23:25:12Z,100,645,EN,1,yes,5,yes,mostly,mostly not,male,24,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should reduce the length of academic holidays,reduce holidays length
siu-119,2,1,8,indifferent,likely,Southern Illinois University,siu,2020-05-06T23:14:26Z,2020-05-06T23:25:12Z,100,645,EN,1,yes,5,yes,mostly,mostly not,male,24,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should increase the number of course hours required for graduation,increase course hours
siu-119,3,4,1,indifferent,likely,Southern Illinois University,siu,2020-05-06T23:14:26Z,2020-05-06T23:25:12Z,100,645,EN,1,yes,5,yes,mostly,mostly not,male,24,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should raise the tuition fee for the upcoming academic year,raise tuition fee
siu-119,4,1,5,against,likely,Southern Illinois University,siu,2020-05-06T23:14:26Z,2020-05-06T23:25:12Z,100,645,EN,1,yes,5,yes,mostly,mostly not,male,24,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should schedule classes starting at 6.30am,classes at 6.30am
siu-119,5,1,8,indifferent,likely,Southern Illinois University,siu,2020-05-06T23:14:26Z,2020-05-06T23:25:12Z,100,645,EN,1,yes,5,yes,mostly,mostly not,male,24,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should introduce mandatory final exams that cover all knowledge required for the academic degree,introduce final exam
siu-119,6,3,4,in favor,likely,Southern Illinois University,siu,2020-05-06T23:14:26Z,2020-05-06T23:25:12Z,100,645,EN,1,yes,5,yes,mostly,mostly not,male,24,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should make attendance mandatory for seminars and lectures,mandatory attendance
siu-119,7,4,6,against,likely,Southern Illinois University,siu,2020-05-06T23:14:26Z,2020-05-06T23:25:12Z,100,645,EN,1,yes,5,yes,mostly,mostly not,male,24,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should abolish resit exams,abolish resit exams
siu-119,8,1,9,against,unlikely,Southern Illinois University,siu,2020-05-06T23:14:26Z,2020-05-06T23:25:12Z,100,645,EN,1,yes,5,yes,mostly,mostly not,male,24,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should increase the difficulty of exams and coursework,increase difficulty
siu-119,9,1,3,in favor,likely,Southern Illinois University,siu,2020-05-06T23:14:26Z,2020-05-06T23:25:12Z,100,645,EN,1,yes,5,yes,mostly,mostly not,male,24,NA,NA,NA,NA,NA,NA,NA,NA,"<The university> should banish sales of sodas and fast-food, including vending machines, on the campus",banish soda and fast-food
siu-119,10,5,5,indifferent,likely,Southern Illinois University,siu,2020-05-06T23:14:26Z,2020-05-06T23:25:12Z,100,645,EN,1,yes,5,yes,mostly,mostly not,male,24,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should reduce the voice given to students in its decision making,reduce student voice
siu-119,11,1,5,against,likely,Southern Illinois University,siu,2020-05-06T23:14:26Z,2020-05-06T23:25:12Z,100,645,EN,1,yes,5,yes,mostly,mostly not,male,24,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should adopt school uniforms,adopt school uniforms
siu-119,12,1,1,against,likely,Southern Illinois University,siu,2020-05-06T23:14:26Z,2020-05-06T23:25:12Z,100,645,EN,1,yes,5,yes,mostly,mostly not,male,24,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should only fund scholarly pursuits and defund other student union activities,defund student activities
siu-119,13,9,9,indifferent,likely,Southern Illinois University,siu,2020-05-06T23:14:26Z,2020-05-06T23:25:12Z,100,645,EN,1,yes,5,yes,mostly,mostly not,male,24,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should abolish student political expression on the campus,abolish political expression
siu-119,14,1,9,against,unlikely,Southern Illinois University,siu,2020-05-06T23:14:26Z,2020-05-06T23:25:12Z,100,645,EN,1,yes,5,yes,mostly,mostly not,male,24,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should also schedule classes on Saturday,classes on Saturday
siu-119,15,1,8,indifferent,likely,Southern Illinois University,siu,2020-05-06T23:14:26Z,2020-05-06T23:25:12Z,100,645,EN,1,yes,5,yes,mostly,mostly not,male,24,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should schedule more classes in the evening (after 6 PM),classes in the evening
siu-120,1,NA,NA,NA,NA,Southern Illinois University,siu,2020-05-03T07:55:10Z,2020-05-03T07:56:32Z,28,82,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should reduce the length of academic holidays,reduce holidays length
siu-120,2,NA,NA,NA,NA,Southern Illinois University,siu,2020-05-03T07:55:10Z,2020-05-03T07:56:32Z,28,82,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should increase the number of course hours required for graduation,increase course hours
siu-120,3,NA,NA,NA,NA,Southern Illinois University,siu,2020-05-03T07:55:10Z,2020-05-03T07:56:32Z,28,82,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should raise the tuition fee for the upcoming academic year,raise tuition fee
siu-120,4,NA,NA,NA,NA,Southern Illinois University,siu,2020-05-03T07:55:10Z,2020-05-03T07:56:32Z,28,82,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should schedule classes starting at 6.30am,classes at 6.30am
siu-120,5,NA,NA,NA,NA,Southern Illinois University,siu,2020-05-03T07:55:10Z,2020-05-03T07:56:32Z,28,82,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should introduce mandatory final exams that cover all knowledge required for the academic degree,introduce final exam
siu-120,6,NA,NA,NA,NA,Southern Illinois University,siu,2020-05-03T07:55:10Z,2020-05-03T07:56:32Z,28,82,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should make attendance mandatory for seminars and lectures,mandatory attendance
siu-120,7,NA,NA,NA,NA,Southern Illinois University,siu,2020-05-03T07:55:10Z,2020-05-03T07:56:32Z,28,82,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should abolish resit exams,abolish resit exams
siu-120,8,1,9,against,likely,Southern Illinois University,siu,2020-05-03T07:55:10Z,2020-05-03T07:56:32Z,28,82,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should increase the difficulty of exams and coursework,increase difficulty
siu-120,9,NA,NA,NA,NA,Southern Illinois University,siu,2020-05-03T07:55:10Z,2020-05-03T07:56:32Z,28,82,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<The university> should banish sales of sodas and fast-food, including vending machines, on the campus",banish soda and fast-food
siu-120,10,1,4,against,unlikely,Southern Illinois University,siu,2020-05-03T07:55:10Z,2020-05-03T07:56:32Z,28,82,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should reduce the voice given to students in its decision making,reduce student voice
siu-120,11,NA,NA,NA,NA,Southern Illinois University,siu,2020-05-03T07:55:10Z,2020-05-03T07:56:32Z,28,82,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should adopt school uniforms,adopt school uniforms
siu-120,12,NA,NA,NA,NA,Southern Illinois University,siu,2020-05-03T07:55:10Z,2020-05-03T07:56:32Z,28,82,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should only fund scholarly pursuits and defund other student union activities,defund student activities
siu-120,13,NA,NA,NA,NA,Southern Illinois University,siu,2020-05-03T07:55:10Z,2020-05-03T07:56:32Z,28,82,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should abolish student political expression on the campus,abolish political expression
siu-120,14,NA,NA,NA,NA,Southern Illinois University,siu,2020-05-03T07:55:10Z,2020-05-03T07:56:32Z,28,82,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should also schedule classes on Saturday,classes on Saturday
siu-120,15,NA,NA,NA,NA,Southern Illinois University,siu,2020-05-03T07:55:10Z,2020-05-03T07:56:32Z,28,82,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should schedule more classes in the evening (after 6 PM),classes in the evening
siu-121,1,1,9,against,unlikely,Southern Illinois University,siu,2020-05-05T14:14:24Z,2020-05-05T14:20:44Z,28,379,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should reduce the length of academic holidays,reduce holidays length
siu-121,2,1,8,against,unlikely,Southern Illinois University,siu,2020-05-05T14:14:24Z,2020-05-05T14:20:44Z,28,379,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should increase the number of course hours required for graduation,increase course hours
siu-121,3,NA,NA,NA,NA,Southern Illinois University,siu,2020-05-05T14:14:24Z,2020-05-05T14:20:44Z,28,379,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should raise the tuition fee for the upcoming academic year,raise tuition fee
siu-121,4,NA,NA,NA,NA,Southern Illinois University,siu,2020-05-05T14:14:24Z,2020-05-05T14:20:44Z,28,379,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should schedule classes starting at 6.30am,classes at 6.30am
siu-121,5,1,3,against,unlikely,Southern Illinois University,siu,2020-05-05T14:14:24Z,2020-05-05T14:20:44Z,28,379,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should introduce mandatory final exams that cover all knowledge required for the academic degree,introduce final exam
siu-121,6,1,8,against,unlikely,Southern Illinois University,siu,2020-05-05T14:14:24Z,2020-05-05T14:20:44Z,28,379,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should make attendance mandatory for seminars and lectures,mandatory attendance
siu-121,7,1,8,against,unlikely,Southern Illinois University,siu,2020-05-05T14:14:24Z,2020-05-05T14:20:44Z,28,379,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should abolish resit exams,abolish resit exams
siu-121,8,1,8,against,unlikely,Southern Illinois University,siu,2020-05-05T14:14:24Z,2020-05-05T14:20:44Z,28,379,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should increase the difficulty of exams and coursework,increase difficulty
siu-121,9,NA,NA,NA,NA,Southern Illinois University,siu,2020-05-05T14:14:24Z,2020-05-05T14:20:44Z,28,379,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<The university> should banish sales of sodas and fast-food, including vending machines, on the campus",banish soda and fast-food
siu-121,10,1,8,against,unlikely,Southern Illinois University,siu,2020-05-05T14:14:24Z,2020-05-05T14:20:44Z,28,379,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should reduce the voice given to students in its decision making,reduce student voice
siu-121,11,6,5,in favor,unlikely,Southern Illinois University,siu,2020-05-05T14:14:24Z,2020-05-05T14:20:44Z,28,379,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should adopt school uniforms,adopt school uniforms
siu-121,12,2,3,against,unlikely,Southern Illinois University,siu,2020-05-05T14:14:24Z,2020-05-05T14:20:44Z,28,379,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should only fund scholarly pursuits and defund other student union activities,defund student activities
siu-121,13,NA,NA,NA,NA,Southern Illinois University,siu,2020-05-05T14:14:24Z,2020-05-05T14:20:44Z,28,379,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should abolish student political expression on the campus,abolish political expression
siu-121,14,1,9,against,unlikely,Southern Illinois University,siu,2020-05-05T14:14:24Z,2020-05-05T14:20:44Z,28,379,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should also schedule classes on Saturday,classes on Saturday
siu-121,15,NA,NA,NA,NA,Southern Illinois University,siu,2020-05-05T14:14:24Z,2020-05-05T14:20:44Z,28,379,EN,1,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<The university> should schedule more classes in the evening (after 6 PM),classes in the evening
su-1,1,1,9,against,likely,Sunway University,su,2020-05-06T03:58:47Z,2020-05-06T04:07:11Z,100,503,EN,1,yes,9,yes,a great deal,mostly not,female,21,-,Bachelors in Medical Biotechnology,NA,NA,NA,NA,NA,NA,<The university> should reduce the length of academic holidays,reduce holidays length
su-1,2,3,5,indifferent,unlikely,Sunway University,su,2020-05-06T03:58:47Z,2020-05-06T04:07:11Z,100,503,EN,1,yes,9,yes,a great deal,mostly not,female,21,-,Bachelors in Medical Biotechnology,NA,NA,NA,NA,NA,NA,<The university> should increase the number of course hours required for graduation,increase course hours
su-1,3,1,9,indifferent,likely,Sunway University,su,2020-05-06T03:58:47Z,2020-05-06T04:07:11Z,100,503,EN,1,yes,9,yes,a great deal,mostly not,female,21,-,Bachelors in Medical Biotechnology,NA,NA,NA,NA,NA,NA,<The university> should raise the tuition fee for the upcoming academic year,raise tuition fee
su-1,4,1,9,against,unlikely,Sunway University,su,2020-05-06T03:58:47Z,2020-05-06T04:07:11Z,100,503,EN,1,yes,9,yes,a great deal,mostly not,female,21,-,Bachelors in Medical Biotechnology,NA,NA,NA,NA,NA,NA,<The university> should schedule classes starting at 6.30am,classes at 6.30am
su-1,5,4,5,indifferent,unlikely,Sunway University,su,2020-05-06T03:58:47Z,2020-05-06T04:07:11Z,100,503,EN,1,yes,9,yes,a great deal,mostly not,female,21,-,Bachelors in Medical Biotechnology,NA,NA,NA,NA,NA,NA,<The university> should introduce mandatory final exams that cover all knowledge required for the academic degree,introduce final exam
su-1,6,3,3,indifferent,unlikely,Sunway University,su,2020-05-06T03:58:47Z,2020-05-06T04:07:11Z,100,503,EN,1,yes,9,yes,a great deal,mostly not,female,21,-,Bachelors in Medical Biotechnology,NA,NA,NA,NA,NA,NA,<The university> should make attendance mandatory for seminars and lectures,mandatory attendance
su-1,7,3,5,indifferent,unlikely,Sunway University,su,2020-05-06T03:58:47Z,2020-05-06T04:07:11Z,100,503,EN,1,yes,9,yes,a great deal,mostly not,female,21,-,Bachelors in Medical Biotechnology,NA,NA,NA,NA,NA,NA,<The university> should abolish resit exams,abolish resit exams
su-1,8,4,6,against,likely,Sunway University,su,2020-05-06T03:58:47Z,2020-05-06T04:07:11Z,100,503,EN,1,yes,9,yes,a great deal,mostly not,female,21,-,Bachelors in Medical Biotechnology,NA,NA,NA,NA,NA,NA,<The university> should increase the difficulty of exams and coursework,increase difficulty
su-1,9,2,7,indifferent,unlikely,Sunway University,su,2020-05-06T03:58:47Z,2020-05-06T04:07:11Z,100,503,EN,1,yes,9,yes,a great deal,mostly not,female,21,-,Bachelors in Medical Biotechnology,NA,NA,NA,NA,NA,NA,"<The university> should banish sales of sodas and fast-food, including vending machines, on the campus",banish soda and fast-food
su-1,10,1,8,against,unlikely,Sunway University,su,2020-05-06T03:58:47Z,2020-05-06T04:07:11Z,100,503,EN,1,yes,9,yes,a great deal,mostly not,female,21,-,Bachelors in Medical Biotechnology,NA,NA,NA,NA,NA,NA,<The university> should reduce the voice given to students in its decision making,reduce student voice
su-1,11,6,5,in favor,unlikely,Sunway University,su,2020-05-06T03:58:47Z,2020-05-06T04:07:11Z,100,503,EN,1,yes,9,yes,a great deal,mostly not,female,21,-,Bachelors in Medical Biotechnology,NA,NA,NA,NA,NA,NA,<The university> should adopt school uniforms,adopt school uniforms
su-1,12,1,6,indifferent,unlikely,Sunway University,su,2020-05-06T03:58:47Z,2020-05-06T04:07:11Z,100,503,EN,1,yes,9,yes,a great deal,mostly not,female,21,-,Bachelors in Medical Biotechnology,NA,NA,NA,NA,NA,NA,<The university> should only fund scholarly pursuits and defund other student union activities,defund student activities
su-1,13,5,3,indifferent,unlikely,Sunway University,su,2020-05-06T03:58:47Z,2020-05-06T04:07:11Z,100,503,EN,1,yes,9,yes,a great deal,mostly not,female,21,-,Bachelors in Medical Biotechnology,NA,NA,NA,NA,NA,NA,<The university> should abolish student political expression on the campus,abolish political expression
su-1,14,1,9,against,unlikely,Sunway University,su,2020-05-06T03:58:47Z,2020-05-06T04:07:11Z,100,503,EN,1,yes,9,yes,a great deal,mostly not,female,21,-,Bachelors in Medical Biotechnology,NA,NA,NA,NA,NA,NA,<The university> should also schedule classes on Saturday,classes on Saturday
su-1,15,3,5,indifferent,unlikely,Sunway University,su,2020-05-06T03:58:47Z,2020-05-06T04:07:11Z,100,503,EN,1,yes,9,yes,a great deal,mostly not,female,21,-,Bachelors in Medical Biotechnology,NA,NA,NA,NA,NA,NA,<The university> should schedule more classes in the evening (after 6 PM),classes in the evening
su-2,1,7,7,against,likely,Sunway University,su,2020-05-06T04:22:47Z,2020-05-06T04:29:38Z,100,410,EN,1,yes,5,yes,mostly,mostly not,female,20,NA,Biology with psychology,NA,NA,NA,NA,NA,NA,<The university> should reduce the length of academic holidays,reduce holidays length
su-2,2,5,5,indifferent,likely,Sunway University,su,2020-05-06T04:22:47Z,2020-05-06T04:29:38Z,100,410,EN,1,yes,5,yes,mostly,mostly not,female,20,NA,Biology with psychology,NA,NA,NA,NA,NA,NA,<The university> should increase the number of course hours required for graduation,increase course hours
su-2,3,6,6,in favor,likely,Sunway University,su,2020-05-06T04:22:47Z,2020-05-06T04:29:38Z,100,410,EN,1,yes,5,yes,mostly,mostly not,female,20,NA,Biology with psychology,NA,NA,NA,NA,NA,NA,<The university> should raise the tuition fee for the upcoming academic year,raise tuition fee
su-2,4,1,9,against,unlikely,Sunway University,su,2020-05-06T04:22:47Z,2020-05-06T04:29:38Z,100,410,EN,1,yes,5,yes,mostly,mostly not,female,20,NA,Biology with psychology,NA,NA,NA,NA,NA,NA,<The university> should schedule classes starting at 6.30am,classes at 6.30am
su-2,5,6,6,in favor,likely,Sunway University,su,2020-05-06T04:22:47Z,2020-05-06T04:29:38Z,100,410,EN,1,yes,5,yes,mostly,mostly not,female,20,NA,Biology with psychology,NA,NA,NA,NA,NA,NA,<The university> should introduce mandatory final exams that cover all knowledge required for the academic degree,introduce final exam
su-2,6,9,7,in favor,likely,Sunway University,su,2020-05-06T04:22:47Z,2020-05-06T04:29:38Z,100,410,EN,1,yes,5,yes,mostly,mostly not,female,20,NA,Biology with psychology,NA,NA,NA,NA,NA,NA,<The university> should make attendance mandatory for seminars and lectures,mandatory attendance
su-2,7,1,5,against,unlikely,Sunway University,su,2020-05-06T04:22:47Z,2020-05-06T04:29:38Z,100,410,EN,1,yes,5,yes,mostly,mostly not,female,20,NA,Biology with psychology,NA,NA,NA,NA,NA,NA,<The university> should abolish resit exams,abolish resit exams
su-2,8,6,6,in favor,likely,Sunway University,su,2020-05-06T04:22:47Z,2020-05-06T04:29:38Z,100,410,EN,1,yes,5,yes,mostly,mostly not,female,20,NA,Biology with psychology,NA,NA,NA,NA,NA,NA,<The university> should increase the difficulty of exams and coursework,increase difficulty
su-2,9,9,9,in favor,likely,Sunway University,su,2020-05-06T04:22:47Z,2020-05-06T04:29:38Z,100,410,EN,1,yes,5,yes,mostly,mostly not,female,20,NA,Biology with psychology,NA,NA,NA,NA,NA,NA,"<The university> should banish sales of sodas and fast-food, including vending machines, on the campus",banish soda and fast-food
su-2,10,3,8,against,unlikely,Sunway University,su,2020-05-06T04:22:47Z,2020-05-06T04:29:38Z,100,410,EN,1,yes,5,yes,mostly,mostly not,female,20,NA,Biology with psychology,NA,NA,NA,NA,NA,NA,<The university> should reduce the voice given to students in its decision making,reduce student voice
su-2,11,9,9,in favor,unlikely,Sunway University,su,2020-05-06T04:22:47Z,2020-05-06T04:29:38Z,100,410,EN,1,yes,5,yes,mostly,mostly not,female,20,NA,Biology with psychology,NA,NA,NA,NA,NA,NA,<The university> should adopt school uniforms,adopt school uniforms
su-2,12,5,5,indifferent,unlikely,Sunway University,su,2020-05-06T04:22:47Z,2020-05-06T04:29:38Z,100,410,EN,1,yes,5,yes,mostly,mostly not,female,20,NA,Biology with psychology,NA,NA,NA,NA,NA,NA,<The university> should only fund scholarly pursuits and defund other student union activities,defund student activities
su-2,13,4,7,against,unlikely,Sunway University,su,2020-05-06T04:22:47Z,2020-05-06T04:29:38Z,100,410,EN,1,yes,5,yes,mostly,mostly not,female,20,NA,Biology with psychology,NA,NA,NA,NA,NA,NA,<The university> should abolish student political expression on the campus,abolish political expression
su-2,14,7,7,in favor,likely,Sunway University,su,2020-05-06T04:22:47Z,2020-05-06T04:29:38Z,100,410,EN,1,yes,5,yes,mostly,mostly not,female,20,NA,Biology with psychology,NA,NA,NA,NA,NA,NA,<The university> should also schedule classes on Saturday,classes on Saturday
su-2,15,6,6,indifferent,likely,Sunway University,su,2020-05-06T04:22:47Z,2020-05-06T04:29:38Z,100,410,EN,1,yes,5,yes,mostly,mostly not,female,20,NA,Biology with psychology,NA,NA,NA,NA,NA,NA,<The university> should schedule more classes in the evening (after 6 PM),classes in the evening
su-3,1,5,5,indifferent,likely,Sunway University,su,2020-05-06T05:02:51Z,2020-05-06T05:11:25Z,100,513,EN,1,yes,6,yes,mostly,mostly not,female,18,NA,Medical Biotechnology,NA,NA,NA,NA,NA,NA,<The university> should reduce the length of academic holidays,reduce holidays length
su-3,2,7,7,in favor,likely,Sunway University,su,2020-05-06T05:02:51Z,2020-05-06T05:11:25Z,100,513,EN,1,yes,6,yes,mostly,mostly not,female,18,NA,Medical Biotechnology,NA,NA,NA,NA,NA,NA,<The university> should increase the number of course hours required for graduation,increase course hours
